Insee - Statistiques locales; ; ; ; ; ; ; ; ; ; ; ; ; 
Référentiel géographique : France par intercommunalité; ; ; ; ; ; ; ; ; ; ; ; ; 
Code;Libellé;Population municipale 2021;Part des prestations sociales dans le rev. disp. 2021;Part des pers. âgées de 75 ans ou + 2020;Médiane du niveau de vie 2021;Part des revenus d'activité dans le rev. disp. 2021;Part des pensions, retraites et rentes dans le rev. disp. 2021;Part des non ou peu diplômés dans la pop. non scolarisée de 15 ans ou + 2020;Part des pers., dont le diplôme le plus élevé est le bac, dans la pop. non scolarisée de 15 ans ou + 2020;Part des diplômés d'un BAC+2 dans la pop. non scolarisée de 15 ans ou + 2020;Part des diplômés d'un BAC+3  ou BAC+4 dans la pop. non scolarisée de 15 ans ou + 2020;Part des diplômés d'un BAC+5 ou plus dans la pop. non scolarisée de 15 ans ou + 2020;Part des revenus du patrimoine et autres dans le rev. disp. 2021
200071298;CC des Terres du Lauragais;41864;3.9;7.4;25450;84;20.4;14;18.8;15.7;11.3;13.8;8.2
200071314;CC des Hauts-Tolosans;35414;4.4;6.4;24850;86.5;18.6;13.5;19;15.3;11.1;12.3;6.9
200071363;CA Vichy Communauté;84216;6.4;14.9;21830;60.1;39.2;23.7;17.5;10.7;7.9;6.4;9.1
200071371;CC Bresse et Saône;25640;4;9.3;23910;74;27.8;23.1;17.6;12.1;6.9;4.1;9.1
200071389;CC Saint-Pourçain Sioule Limagne;33768;5.7;12.7;21670;65.3;33.8;24.1;17.7;9.2;6.2;5.1;8.4
200071405;CC Ardèche Rhône Coiron;23177;6.1;8.4;22260;69.8;29.8;21.9;18.3;12.3;7.9;5.3;8.2
200071413;CA Privas Centre Ardèche;43933;6;11.1;21800;64;35.6;21.8;17.8;11.3;9.1;6.4;8.1
200071454;CA Evreux Portes de Normandie;110950;7;7.8;22460;72.9;28.8;22.3;18.1;11.5;7.9;7;6.5
200071470;CC Entr'Allier Besbre et Loire;24374;6.2;14.3;20620;59.5;37.2;29.5;17;7.4;4.3;3.5;9.4
200071496;CC du Bocage Bourbonnais;13680;6.6;14;20860;60.3;37.1;25.9;17.3;9.3;6.7;4.6;8.8
200071504;CC des Collines du Perche Normand;11954;4.6;14;21640;65;35.8;32.3;13.8;7.6;5.4;4.1;8.5
200071512;CC Commentry Montmarault Néris Communauté;25528;6;13.5;21230;60.7;37.8;24.8;16.9;8.9;5.5;3.8;8.4
200071520;CC Domfront Tinchebray Interco;15805;5.5;14.5;21150;63.6;35.5;29.4;16.2;8.4;5.2;3.4;7.8
200071538;CC Terres de Bresse;22516;4.2;10.6;22640;69.7;33.3;24.3;17.2;9.9;5.3;3.9;6.3
200071546;CC Sud Retz Atlantique;25410;5.1;8.6;22210;74.1;25.2;19.8;19.6;11.2;6.4;4;9.3
200071553;CC Loire Layon Aubance;56823;3.7;8.7;23910;76.3;26.6;18.6;17.7;13.9;10.4;8.2;8.2
200071579;CC Bresse Louhannaise Intercom';28283;5;13.8;21700;61.5;38.4;28.4;15.7;7.9;4.8;3;8.1
200071587;CC Loches Sud Touraine;50640;4.9;14.1;21870;63.6;36.4;26.1;16.5;9.3;6.2;4.7;8.5
200071595;CC Arbois, Poligny, Salins, Cœur du Jura;21531;4.5;13.3;22740;64.9;35.7;23;16.8;11;8.7;6.1;9.2
200071629;CC Challans-Gois Communauté;49723;4.2;12.1;22350;63.7;36.7;24.2;17.4;9.3;6;3.4;9.3
200071645;CC Saint Cyr Mère Boitier entre Charolais et Mâconnais;8024;4.2;11.5;22410;68;32.8;23.7;17.3;10.5;7.7;6.4;9
200071652;CC du Pays Fertois et du Bocage Carrougien;4853;4.6;11.4;21790;66.3;33.3;24.9;17.8;9.1;5.9;4;8.7
200071678;CA Agglomération du Choletais;104470;5;9.9;22370;71.8;29.1;24.7;17.2;11.1;7.5;5.9;8.3
200071751;CA du Bassin de Bourg-en-Bresse;134405;5.1;10.1;23440;71.1;30.6;20.8;18.3;12.2;8.8;6.3;8.3
200071769;CC Picardie des Châteaux;16886;6;8.6;21470;69.7;31.6;26.7;17.1;11.1;6.1;3.7;5.9
200071777;CC d'Arcis, Mailly, Ramerupt;11799;5.2;10.5;22230;70.7;28.5;26.1;17.8;8.8;4.4;2.8;10.1
200071785;CA Chauny-Tergnier-La Fère;54679;8.8;9.2;20280;66.5;32.6;28.2;17.1;8.7;5.9;3.3;4.8
200071819;CC du Périgord Nontronnais;15112;5.2;17.3;20240;54;44.7;30.4;16.5;7.3;6.1;4.4;8.5
200071827;CA du Grand Angoulême;141997;6.8;10.8;22400;68.8;32.1;19.5;18.2;11.2;9.4;8;7.1
200071843;CC du Vexin Normand;32669;5.8;8.1;22360;73.3;29;26.9;17.9;9.1;5.1;4.1;6
200071850;CC du Pithiverais-Gâtinais;25693;4.6;10.4;22620;72;30.6;26.5;17.1;9;5.3;3.8;6.9
200071868;CC des Vallées du Haut-Anjou;36699;5.5;8;22260;77.7;23.1;20.6;19.9;12.3;7.8;5.5;6.7
200071876;CA Saumur Val de Loire;98301;5.9;11.6;21410;65.7;33.8;27.4;16.7;9.4;6.9;5.4;8
200071884;CC Le Grand Charolais;39682;5.2;14.2;21530;62.2;37.5;26.5;15.8;9.2;6.2;4.5;8.5
200071892;CA du Saint-Quentinois;79401;9.7;10;19950;65.4;31.8;29.1;15.4;9.3;7.1;5.7;7.2
200071900;CC Vendée Grand Littoral;35511;3.3;13.8;23210;55;46.7;22.6;18.2;9.8;6.3;3.7;9.6
200071918;CC du Pays de Saint-Fulgent - Les Essarts;28768;4.5;8.1;22700;80.9;20.9;21.4;19.2;12.3;6.1;3.4;6.7
200071926;CC du Limouxin;27762;7.8;13.8;20150;56.2;39.7;23.7;19.6;10.5;8;5.8;9
200071934;CC Pays de Fontenay-Vendée;35348;5.4;12.9;21640;64.8;35.9;23.4;17.5;9.9;6.5;4.3;7.3
200071942;CC Haut Limousin en Marche;22386;6;17.5;19820;50.8;46.6;28.3;17.9;7;5.7;3.8;8.4
200071967;CC Pays d'Évian Vallée d'Abondance;42574;1.9;7.8;29780;88.7;21;14.7;18.3;13.5;10.9;10.1;8.1
200071983;CC Thiérache Sambre et Oise;16499;9.6;10;19390;63;32.5;33.1;14.7;7.3;4;2;7
200071991;CC Retz-en-Valois;28978;5.5;8.3;22370;74.7;26.8;27.5;17.9;9.7;6.2;4.9;7.6
200072007;CC de la Montagne d'Ardèche;4817;5;15.9;19180;54.5;41.2;25.1;17.5;10.1;6.2;3.4;10.7
200072015;CA Annonay Rhône Agglo;49674;5.5;10.5;22520;68.9;30.9;22.4;17.4;12;8;5.6;9
200072023;CC Cœur de Charente;21946;5.6;13.4;21580;64.6;34.9;24.2;17.9;9.3;6.5;4.1;7.7
200072031;CA de la Région de Château-Thierry;54283;6.2;9.1;21880;72.2;28.8;27.8;16.7;9.1;6.1;4.6;7.7
200072049;CC de Charente Limousine;35198;6.1;14.9;20170;58.3;40.7;27.9;17.7;7.4;5.6;3.5;6.9
200072056;CC Porte du Jura;10537;4.9;12.3;22190;65.6;36.2;22.7;17;10.2;6.6;4.2;6.5
200072064;CC Val-de-Cher-Controis;46971;4.7;14.4;21930;63.1;37.9;28.3;15.3;8.9;5.5;3.8;7.7
200072072;CA Territoires Vendômois;52344;4.9;14.5;22520;66.3;35.2;26.5;15.4;9.6;6.9;5.9;8.1
200072080;CC du Pays de Saint-Éloy;15492;6.1;15;19960;56;41.6;24.9;16.8;8.7;4.9;3.7;7.9
200072098;CC Combrailles Sioule et Morge;19646;3.9;9.3;23050;73.7;29.4;17.4;18.9;11.6;8;6.2;7
200072106;CC Adour Madiran;23955;5.5;13.9;21370;61.2;38.8;22;17.7;10.5;7.1;5;7.3
200072130;CA du Pays de Meaux;108794;6.4;5.7;23120;82.4;20.3;21.7;19.6;11.9;9.2;7.4;6.7
200072304;CC Vallée de l'Ubaye - Serre-Ponçon;7617;4.4;11.7;21250;61.7;37.1;16.4;20.8;11.9;10;7.9;11.7
200072312;CA Seine Normandie Agglomération;82814;5.3;8.8;23620;74.2;29.6;24.2;17.3;10.9;7.6;8.7;7.1
200072320;CC Val de Gers;9853;5.1;13.3;21830;62.1;35.8;21;18.7;12;9.2;5.5;10.3
200072346;CA du Pays de Fontainebleau;69175;2.8;10.8;28670;77.6;28.2;14.3;17;13.1;13;19;13.6
200072452;CA Fougères Agglomération;56070;5.8;11.8;21820;70;30;26.9;16.9;10.7;6.6;5;7.3
200072460;CA de Béthune-Bruay, Artois-Lys Romane;275327;8;8.2;20530;71.6;28.5;24.6;18.3;10.8;6.6;4.1;5.2
200072478;CC Pays d'Opale;25186;6.5;7.3;21260;74;26.4;22.9;19.9;10.7;7.7;4;6.8
200072544;CC des Deux Morin;26517;5.1;8.3;23210;75.3;26;24.6;19;10;6.3;4.3;8.3
200072635;CC Pyrénées Haut Garonnaises;15464;5.3;16.4;21330;56.1;43.4;20.1;19;10.2;8.2;6.3;8.6
200072643;CC Cœur et Coteaux du Comminges;44068;7.2;15.4;20890;57.9;39.7;23.3;18.7;9.6;7.7;5.5;8.4
200072650;CC Touraine Vallée de l'Indre;54026;3.6;8.4;24550;77.7;26.9;16.6;18.9;14.2;9.1;7.4;7.1
200072668;CC Touraine Val de Vienne;24820;5.1;13.7;21350;63.5;36.9;28.3;15.2;8.7;5.2;3.6;7.3
200072676;CC Maine Saosnois;27534;5.6;13.2;21040;64.3;35.4;30.6;15.6;7.7;4.7;3.1;7.1
200072684;CC Le Gesnois Bilurien;30234;4.5;8.9;22720;71.7;30.2;23.8;17.7;10.8;6.2;3.8;7
200072692;CC des Vallées de la Braye et de l'Anille;14867;5;14.9;21650;60.2;40.2;33.2;14.3;6.8;4;2.4;7.1
200072700;CC Haute Sarthe Alpes Mancelles;22571;5;11.2;21800;68.7;32;26.5;17.2;9.3;5.4;3.1;7.3
200072718;CC de la Champagne Conlinoise et du Pays de Sillé;17966;5;10.4;22210;71.1;29.4;24.6;16.7;10.4;6.1;4.9;7.8
200072726;CC Châteaubriant-Derval;44552;6.6;10.1;21030;69.5;29.5;24.5;17.3;9.7;5.7;4;7
200072734;CC Estuaire et Sillon;40629;4.2;6.3;24880;82.4;21.6;13.6;18.9;15.5;9.5;9;6.7
200072825;CC Mirebellois et Fontenois;12561;3.6;9;24730;76.3;28;19.1;18.2;13.8;8.7;6.9;7.6
200072874;CC Val Briard;28715;3;6.1;27130;85.6;20.7;17.7;21;13.6;8.7;6.3;8.4
200072882;CC de Vie et Boulogne;45851;4.4;6.9;22850;77.4;23.6;17.6;20.2;12.6;7.9;4.8;8
200072981;CC Touraine Ouest Val de Loire;33100;5.1;11.1;22280;71.4;31;22.6;18;10.8;6.2;4.9;5.9
200072999;CC du Grand Langres;20750;5.4;11.5;22250;68.2;33;26.3;16.7;9.5;6.2;4.7;7.4
200073013;CC Carnelle Pays-de-France;33283;2.8;7.7;28210;84.1;24.6;15.1;19.2;14.7;11.8;9.5;7.4
200073096;CA Arche Agglo;58810;4.8;9.5;23080;73;27.7;20.5;18.1;12.8;9.2;7.2;9.4
200073104;CC de l'Île-Rousse - Balagne;10873;5;13.4;21340;61.8;36.4;23;21.5;8.3;9.3;8.4;13
200073112;CC Sud Sarthe;22577;5.1;13;21400;65;36;29.1;16.3;7.9;4.6;2.8;6.2
200073120;CC Nebbiu - Conca d'Oro;7679;4.3;13.5;21810;62.4;38;22.4;20.7;10.5;9.5;7.9;11.5
200073138;CC Pasquale Paoli;6106;5.8;16.3;20760;58.1;40.8;25.2;20.9;6.6;8.4;7.7;9.3
200073146;CC Cagire Garonne Salat;17799;5.6;14.1;21540;60.2;40.2;20.4;19.2;11.6;8.3;5.4;7.3
200073161;CC Touraine-Est Vallées;40731;3.7;8.6;24950;76.9;28.1;16.1;18;13.8;10.2;9.3;7.9
200073237;CC de Gâtine-Racan;22175;3.7;7.4;24180;76.8;24.1;17.3;19.4;14.1;8.8;7;10.8
200073245;CC du Bassin d'Aubenas;40438;6.2;13.3;21330;60.9;36;22.1;18.2;10.8;9.2;6.1;11.1
200073252;CC de la Castagniccia-Casinca;12875;7.7;11;20270;64.1;33.9;25.3;20;8.5;7.1;6;7.7
200073260;CC Sud Vendée Littoral;55247;4.6;13.5;22000;61.5;39.5;24.5;17.3;9;6.1;3.3;7.7
200073344;CA Rambouillet Territoires;79180;2.5;8.6;29590;81.6;27;14;17.1;14.5;12.6;17.9;10
200073393;CC des Rives du Haut Allier;16468;5.8;15.4;20290;57.3;39.7;24.8;18;9.3;5.8;3.9;9
200073401;CC Mézenc-Loire-Meygal;11360;5.1;12.4;21750;65.2;33.7;21.1;19.5;12.4;8.3;4.9;8.8
200073419;CA du Puy-en-Velay;82300;6.1;11.6;22120;64.7;34.2;19.3;19.4;12.4;9.1;6.1;8.9
200073427;CC Marches du Velay-Rochebaron;31183;4.5;9.2;23290;71.5;27.3;20.6;18.7;11.6;8;5;11.2
200077014;CA Vienne Condrieu;93560;4.7;9;24490;76.5;26.2;20.5;17.3;13.1;9.6;9.9;9.2
200083392;CA Laval Agglomération;114674;5.2;9.4;23050;71.5;29.2;21.3;17.4;12;9.2;8;9.2
200084952;CU Le Havre Seine Métropole;265937;7.4;9.5;22300;71.7;30;23.7;16.4;10.4;7.6;7.6;6.2
200085728;CC Brioude Sud Auvergne;16678;6.2;12.1;21340;62.2;35.5;21.5;18.3;10.1;7.4;5.6;9.2
200085751;CC Entre Bièvre et Rhône;69425;5.3;9.4;22970;72.8;28.8;24.4;18.1;11.4;6.8;4.9;7.2
200089456;CA Seine-Eure;102650;6.4;7;22810;75.8;26.9;24;17.6;11.3;7.3;6.8;5.9
200090504;CA Coulommiers Pays de Brie;94527;4.5;7.5;24700;80.8;23.3;21.2;19.3;11.5;8.6;6.4;7.7
200090561;CC Vierzon-Sologne-Berry;38360;8.8;13.7;20280;60.3;37.4;29.5;15.7;8.3;5;3.7;6
200090579;CC Terre d'Émeraude Communauté;24433;4.1;11.2;22930;70.3;32.1;22;18.4;11.6;7.2;4.2;7.4
200090751;CA Grand Calais Terres et Mers;98828;10;7.7;19710;68.9;29.1;27.1;18.3;9.5;6.8;4.7;5.4
200093201;Métropole Européenne de Lille;1187907;7.3;6.8;22070;77.9;22.7;22.1;16.2;11.2;10.9;14.9;8.9
200096634;CC des Hautes Vosges;20947;4.2;13.6;21950;64;37.2;28.6;15.9;9.9;6;3.7;7.6
200096642;CC Gérardmer Hautes Vosges;14197;4.2;13.5;22320;60.5;39.7;25.7;16.3;10.1;7.9;4.9;10
200096675;CC Baud Communauté;16198;4.3;11.2;22160;70.5;30.8;21.6;19.3;11.4;6.9;4.2;7.3
200096683;CC Centre Morbihan Communauté;26868;5;9.2;22150;71.9;29.2;20.6;18.8;10.8;6.4;3.5;6.9
200096956;CA Agglomération d'Agen;101684;6.3;10.6;22240;69;31.2;19.9;18.9;12.2;9;7.5;8.6
240100610;CC de la Côtière à Montluel;25151;4.1;6.6;25340;81.4;22.7;18;19.6;13.1;8.6;8.6;7.9
240100750;CA du Pays de Gex;102027;1.3;4.8;38250;93.2;16.4;12.1;17;10.6;13.5;23.9;6.7
240100800;CC de Miribel et du Plateau;24794;3.2;8.1;27280;81.7;23.5;17.7;16.7;13.1;10.4;13.8;10.4
240100883;CC de la Plaine de l'Ain;81249;4.4;7.9;24280;77.7;25.1;18.1;18.6;13;8;7.3;8.2
240100891;CC du Pays Bellegardien (CCPB);21796;3.8;7.5;24820;81.4;23.1;23.7;17.2;10.7;7.4;6.4;5.8
240200444;CC de la Thiérache du Centre;25949;7.8;9.7;20250;66.4;29.8;30.5;16.7;8.8;4.9;2.9;9
240200469;CC du Pays de la Serre;14394;6.7;8.8;20730;68.7;30.2;29.7;17.3;8.9;5.2;3.1;7.4
240200477;CA GrandSoissons Agglomération;52584;8.5;11.2;20330;65;32.1;30.5;15.7;9.1;7;5.2;8.4
240200493;CC du Pays du Vermandois;31038;7.5;8.4;20850;70;29.5;30;15.5;9.4;5.8;3.4;6.7
240200501;CC du Val de l'Aisne;20213;5.3;8.1;22390;73.6;27.4;24.2;17.8;10.6;6.6;3.8;6.8
240200519;CC du Canton d'Oulchy-le-Château;5569;4.8;6.9;22540;78.1;25.1;26.2;16.7;10.6;6.2;4.4;6.5
240200576;CC de la Champagne Picarde;20838;5.6;7.5;22130;73.4;27.9;24;18.3;10.7;6.3;4.1;6.7
240200584;CC du Canton de Charly-sur-Marne;15498;4.9;9.3;23160;76;26.6;25.6;17.5;9.7;5.9;4.3;8.1
240200592;CC du Chemin des Dames;5485;5;9.1;22300;74.5;26.4;26.1;17.9;11.1;6.1;4.4;7.4
240200600;CC des Trois Rivières;20779;11;9.9;18450;59.9;33.9;33.7;15.7;7.7;4.6;2.4;6.8
240200634;CC des Portes de la Thiérache;6729;8.7;10.9;19100;60.6;32.9;34.5;15.4;7.4;3.8;2.8;10.3
240300491;CC du Pays de Lapalisse;8455;6.2;13.5;20620;62.2;35.4;29.8;16.1;8;4.8;2.9;8.4
240300558;CC du Pays de Tronçais;7434;6.2;17.1;20580;53.2;44.3;29.9;15.7;7.7;5.8;4.2;8.9
240300566;CC du Val de Cher;5492;5.1;12.2;21910;64;36.2;19;20.1;10.7;6.1;3.7;7.7
240300657;CC du Pays d'Huriel;7355;5.8;10.6;21130;66;34.3;19.9;18.3;10.4;5.6;3.5;6.6
240400440;CC Pays Forcalquier et Montagne de Lure;9978;5.8;13.5;20800;53.8;43.4;19.2;17.9;11.4;11.2;9.9;11.7
240500439;CC du Briançonnais;18822;4.9;10.1;21940;66.3;33;14.9;19.7;14.1;11.8;9.7;10.9
240500462;CC du Pays des Ecrins;6573;4.5;10.3;21640;65.9;34.4;16.2;19.1;14;11;8.8;9.4
240600551;CA de la Riviera Française;72609;3.2;12.9;23340;76.2;28.9;23.4;19.1;10.3;8.8;7.7;10.4
240600585;CA de Sophia Antipolis;181763;3.4;12.4;25700;74.9;27;17.8;17.5;11;10.8;16.9;15
240600593;CC du Pays des Paillons;21347;3.5;11.4;24500;74.6;28.9;19.7;18.7;10.4;7.4;5.8;9.1
240700302;CC du Pays Beaume-Drobie;9128;6.2;14.3;20160;50.2;45.3;19;18.8;10.4;8.7;6.5;11.2
240700617;CC Val de Ligne;6108;6.4;14.3;20560;55.6;40.6;21.2;18.3;10.5;9;5.4;10.1
240700716;CC du Val d'Ay;5920;4.3;11;22510;67.9;32.6;24.6;17.2;11.2;8;4.6;8.2
240700815;CC Berg et Coiron;7957;5.1;11.1;21920;67.7;31.8;19.4;18.8;12.2;10.1;7.5;9.2
240700864;CC du Rhône aux Gorges de l'Ardèche;19044;5.4;11.4;21820;67.1;31.7;23;18;11.9;7.6;5.5;10.5
240800821;CC Ardenne, Rives de Meuse;25832;7.8;10.4;19820;61.8;34.2;30.8;16;8.7;5;3.6;8.5
240800847;CC des Portes du Luxembourg;19611;6.1;10.2;20710;64.1;29.1;27.1;17.6;8.4;5.2;2.7;12.4
240800862;CC des Crêtes Préardennaises;21689;5.4;8.9;21930;71;29.3;22.9;17.5;11.4;7.1;4.3;8.1
240800920;CC de l'Argonne Ardennaise;16716;6.4;13;21090;63;33.1;29;16.6;9.3;5.3;3.3;10.9
240900431;CC du Pays de Tarascon;8491;6.6;14.6;20410;57.2;40.6;23.3;19.2;9.5;6.6;5.2;8.1
240900464;CC du Pays d'Olmes;14765;8.4;15.7;19180;50.3;45.3;29.5;17.1;8.1;4.9;3.6;7.2
241000223;CC Forêts, Lacs, Terres en Champagne;6847;4;9;23600;74.9;26.4;22;17.9;11.9;7.1;4.6;9.1
241000405;CC de la Région de Bar-sur-Aube;10630;5.7;13.4;21290;62;34.5;31.5;16.6;7;4.3;3.7;14.5
241000447;CC du Pays d'Othe;7637;5.3;10.9;21660;64.7;35;25.6;15.1;9.2;6.7;4.8;8.9
241000488;CC de l'Orvin et de l'Ardusson;8435;4.4;9.9;22880;70.5;30.6;26.8;17;10.6;6;3.3;9
241100593;CA Le Grand Narbonne;132244;7.6;12.4;20780;58.1;39;21.6;19.6;10;8.5;6.6;9.3
241200187;CA Rodez Agglomération;56131;5.2;10.8;23440;68.9;31;16;19;14.5;11.4;8.6;10.8
241200542;CC du Réquistanais;5228;5.3;17.8;19750;54.8;39.9;28.8;19.3;9.6;5.8;3.3;12
241200567;CC de Millau Grands Causses;29193;6;13.1;21550;63.9;34.6;18.9;19.3;11.8;9.5;6.8;9.2
241200625;CC du Pays Rignacois;5604;4.4;11.7;22470;68.8;29.9;18.5;19.4;13.7;9.5;6.4;10.1
241200641;CC Conques-Marcillac;12114;4;13.2;23270;65.9;33.3;19;18.2;14.4;9.4;6.7;11.4
241200658;CC du Pays de Salars;7983;3.8;10.6;23270;72.3;27.5;18.9;19.8;15.3;8.5;5.1;10.3
241200674;CC du Plateau de Montbazens;6180;4.7;15.4;21860;63;35.4;20.8;19;12.3;8.4;4.6;9.6
241200765;CC de Lévézou Pareloup;5304;4.4;15;20840;60.2;34.4;28;18.2;10.1;6.4;3.5;13.6
241200807;CC Aveyron Bas Ségala Viaur;5558;5.1;17.8;20160;55;39.9;25.8;19.3;10.1;7.4;4.6;12.3
241200906;CC Larzac et Vallées;6669;5;12;20610;61.4;36.4;31.5;17.9;9;6.9;6.5;9.3
241200914;CC de la Muse et des Raspes du Tarn;5436;5.4;13.9;20570;59.4;37.3;21.7;19.1;11.7;8.4;4.8;9.6
241300375;CC Vallée des Baux-Alpilles (CC VBA);27712;2.9;13.9;24540;61.2;29.7;19.2;18.5;12.6;10.8;10.5;26
241300417;CA d'Arles-Crau-Camargue-Montagnette;83429;7.8;10.7;20480;67.5;30.1;27.1;17;10.2;8.2;6.9;9.1
241400415;CC Cœur Côte Fleurie;20632;3.5;18.1;23200;52.3;44.7;25.5;17.5;8.9;7.6;8.1;19.1
241400514;CC du Pays de Falaise;27418;5.4;9.5;21920;70.4;29.1;26.8;16.6;9.8;6.5;4.9;8.6
241400555;CC de Bayeux Intercom;29919;5;12.1;23270;66;35.6;24.7;15.8;10.6;8.4;6.9;9.4
241400860;CC Cœur de Nacre;23951;3.2;12.9;25860;64.7;39.2;17;16.8;12.5;11.1;11.1;10.2
241400878;CC Terre d'Auge;19569;3.3;10.1;23780;70.3;30.7;22.1;18;10.7;7.4;7;13.3
241500230;CA du Bassin d'Aurillac;53703;5.1;11.9;22850;66.5;34.1;20.2;19.1;11.2;9.1;6.1;9.3
241500255;CC du Pays Gentiane;6572;4.7;17.1;20480;56.3;41.7;26.8;18.1;7.2;5.5;3.6;10.1
241500271;CC du Pays de Mauriac;6596;4.8;16.1;21230;60.3;37.9;26.4;18.4;8;5.8;3.8;10.1
241501055;CC Sumène - Artense;8226;4.7;16;20780;59;40.1;27.9;16.7;7.1;5;3.4;8.9
241501089;CC Cère et Goul en Carladès;4979;4.6;14.5;21540;60.6;36.1;24.1;18.6;9.1;6.9;4.8;12.9
241501139;CC du Pays de Salers;8409;5.2;17.6;20360;56;41.1;29.8;16.9;7.6;4.9;3.1;10.3
241600303;CC du Rouillacais;9842;4.7;12.2;22380;72.4;29.8;23.1;19;10.1;6.2;4.3;8.9
241700434;CA de La Rochelle;178217;4.9;11.2;24380;66.7;34.9;16.3;17.7;12.2;11.3;11.6;10.4
241700459;CC de l'Île de Ré;17680;2.2;16.8;26980;52.4;45.6;18.3;19.1;10.9;9;10;20.7
241700517;CC Cœur de Saintonge;17563;5.1;9.7;22190;67.8;32.6;21.2;19.2;10.9;7.1;4.6;8
241700624;CC de l'Île d'Oléron;22255;3.6;17.5;22850;51.4;48.6;21.8;18;9.6;7.4;5.5;11.9
241700632;CC de Gémozac et de la Saintonge Viticole;14715;5.3;10.6;21680;67.5;33.4;21.6;18.6;10.2;6.4;3.6;8.2
241700640;CA Royan Atlantique;85271;3.7;18.9;23310;48.5;52.1;22.7;17.6;9.5;6.9;5.6;11.4
241700699;CC du Bassin de Marennes;15525;5.4;14.5;21540;58;42;26.5;17.3;8.7;5.4;3.4;7.6
241800374;CC La Septaine;10776;5.5;7.5;22680;74.8;27;18.1;23;13.3;6.6;4.5;6.9
241800424;CC du Dunois;7200;5.5;11.7;22070;65.2;34.3;24.9;17.4;10.1;5.2;3.2;8.8
241800432;CC Les Trois Provinces;5013;8;15.5;19600;50.2;44.8;35.2;13.6;6.3;3.4;2.6;8.3
241800457;CC FerCher;11370;5.6;11.2;21940;66.4;35.4;27.6;16.2;10.3;5.3;3.2;5.7
241800507;CA Bourges Plus;101687;6.6;11.6;22940;68.6;33.3;19.2;17.1;12;9.2;9;7.1
241900133;CC de Ventadour - Egletons - Monédières;10131;5;12.8;21220;61.4;40.1;20.3;19.3;10.3;7.2;6;6.4
241927201;CA Tulle Agglo;43927;4.9;13.5;22650;62.6;39.4;19.3;20.3;11.2;8.7;5.2;6.8
241927243;CC du Pays d'Uzerche;9897;4.5;15.1;21830;63.9;36.8;23.6;17.9;10.9;6.3;5.3;8
242000354;CA de Bastia;62933;7.1;10.9;21800;70.2;29.6;21;22.7;9.8;10;9.4;10.7
242000495;CC de l'Alta Rocca;8598;4.6;13.2;21700;58.9;37.6;22;21.6;8.6;9.3;7.5;15.6
242000503;CC Celavu-Prunelli;9143;3.6;10.2;25630;74.3;29.5;18;24.7;11;8.9;7.9;9.4
242010056;CA du Pays Ajaccien;91202;5;11.3;23900;74.4;28.9;19.4;23.3;10.4;10;7.4;9.7
242010130;CC du Sartenais Valinco Taravo;11991;5.8;13.3;21090;60.9;36.5;23.1;21.7;9.1;8;6.9;12
242020071;CC du Centre Corse;9951;6.2;9.6;21250;70.8;29.2;24.2;19.3;7.6;12.2;13.7;9.3
242020105;CC de Calvi Balagne;12667;5.5;10.5;20900;67.1;31.1;25.2;22.3;8.2;8.3;6.2;12.4
242100154;CC des Vallées de la Tille et de l'Ignon;13687;3.7;8.8;24950;77.5;25.7;18.3;18;13.6;8.8;8.4;8.6
242100410;Dijon Métropole;257193;5.6;9.6;23200;72.4;30.7;18.7;17.7;12.3;11.2;13.5;8.2
242101434;CC du Pays Châtillonnais;19481;5.5;14.2;21230;59.9;38.7;30.3;16.3;7.7;5.5;4;9.5
242101442;CC de Saulieu;5266;5.1;15.7;21240;60.2;40.1;27.7;16.3;7.3;4.7;4;7.7
242101459;CC du Pays d'Alésia et de la Seine;7370;5.1;13;21890;65.5;35.4;23.4;18;8.7;6;4.2;7.4
242101491;CC du Montbardois;10225;5.5;13.5;21870;63;37.7;26.5;17;8.3;5.5;4.3;7.3
242101509;CC Rives de Saône;20498;4.8;9.9;22460;71.8;30.5;24.7;17.7;9.8;5.8;3.6;6.3
242200715;CC du Kreiz-Breizh (CCKB);18292;6.2;14.7;20570;57.4;40.6;22.7;19.7;10.7;7.3;4.6;8.1
242300135;CC du Pays Sostranien;10287;6.7;15.3;20830;57.4;39.9;26.6;15.8;8.2;6.8;4.4;9
242320000;CC de Bénévent Grand Bourg;6794;5.4;17.7;20860;56.6;42.6;24.8;18.4;9;6.4;4.5;7.5
242320109;CC du Pays Dunois;6942;4.9;17.7;20480;52.4;47.2;26.8;17.2;8;5.7;3.9;7.8
242400752;CC Périgord-Limousin;14028;5.3;16.4;20600;54.2;43.4;26.9;16.8;8.1;6.1;4.9;9.4
242400935;CC du Pays de Saint-Aulaye;6668;6.8;16.9;20050;54.8;42.9;29.9;15.1;7.7;4.3;4;7.6
242401024;CC Isle-Loue-Auvézère en Périgord;13663;4.8;15.9;20910;55.3;44.4;26.6;17.4;8.5;6.3;4.7;8.1
242500320;CC de Montbenoît;8171;2.4;6.1;28450;92.3;16.2;16.5;19.3;14.6;8.1;4.4;6.6
242500338;CC du Grand Pontarlier;28369;3.3;9.1;27380;86.9;21;21.6;18.5;11.1;8.5;7;7.5
